"","A1","A2","A3","B1","B2","B3","B4","А4"
"ENSG00000231416",5,7,5,10,16,11,8,6
"ENSG00000231417",0,0,0,1,5,0,2,0
"ENSG00000231423",0,0,0,0,1,1,2,0
"ENSG00000231430",0,0,0,0,0,0,0,0
"ENSG00000231431",10,9,11,24,8,20,30,6
"ENSG00000231433",1,0,3,0,2,1,2,0
"ENSG00000231434",3,0,0,7,7,6,8,0
"ENSG00000231436",0,0,0,5,1,7,2,0
"ENSG00000231442",3,1,0,8,15,11,11,1
"ENSG00000231443",10,10,17,26,19,12,22,10
"ENSG00000231445",1,0,1,3,0,1,0,1
"ENSG00000231449",1,3,1,2,1,4,1,0
"ENSG00000231454",0,1,0,2,2,0,3,0
"ENSG00000231458",0,0,0,2,1,6,0,1
"ENSG00000231461",0,0,0,0,1,0,0,0
"ENSG00000231464",3,7,0,1,2,3,6,0
"ENSG00000231466",27,25,25,17,18,18,23,21
"ENSG00000231468",7,15,12,4,4,3,9,4
"ENSG00000231470",0,3,2,5,1,1,4,0
"ENSG00000231471",1,1,2,0,1,2,1,0
"ENSG00000231475",38,21,0,0,7,9,5,0
"ENSG00000231478",0,0,0,0,0,0,0,0
"ENSG00000231479",168,111,131,3,3,1,4,167
"ENSG00000231480",0,0,0,1,0,1,0,0
"ENSG00000231484",0,0,0,0,0,2,0,0
"ENSG00000231488",401,363,416,132,183,132,167,401
"ENSG00000231489",0,0,0,0,0,0,0,0
"ENSG00000231490",32,26,41,1,0,1,0,21
"ENSG00000231491",0,0,0,5,0,2,1,0
"ENSG00000231494",3,1,3,7,3,6,7,1
"ENSG00000231500",3240,2924,3611,854,898,950,894,3395
"ENSG00000231501",0,0,0,2,0,0,1,0
"ENSG00000231502",25,33,43,7,6,9,4,29
"ENSG00000231503",4,0,1,9,14,3,9,0
"ENSG00000231504",0,0,0,0,4,2,1,0
"ENSG00000231508",0,2,0,6,3,2,3,1
"ENSG00000231512",0,0,0,24,21,11,24,0
"ENSG00000231513",0,0,0,5,4,3,2,0
"ENSG00000231514",0,0,0,0,0,0,0,0
"ENSG00000231516",0,0,0,4,2,5,4,0
"ENSG00000231523",0,0,0,5,4,4,4,0
"ENSG00000231525",0,0,0,2,2,1,4,0
"ENSG00000231526",0,4,0,0,0,0,0,0
"ENSG00000231531",0,0,0,2,2,2,1,0
"ENSG00000231537",0,0,0,5,2,0,3,0
"ENSG00000231540",0,0,0,0,0,0,1,0
"ENSG00000231541",2,0,1,5,6,0,6,1
"ENSG00000231543",201,260,218,42,22,41,42,196
"ENSG00000231544",1,2,0,4,0,1,1,0
"ENSG00000231546",1,1,0,4,2,4,0,0
"ENSG00000231547",0,0,0,0,0,6,0,0
"ENSG00000231548",36,51,39,165,137,140,165,33
"ENSG00000231549",3,10,10,0,7,4,3,2
"ENSG00000231550",4,3,9,1,2,5,1,9
"ENSG00000231551",227,221,178,871,823,872,836,205
"ENSG00000231552",0,0,0,2,4,3,1,0
"ENSG00000231553",0,0,0,1,0,2,1,0
"ENSG00000231555",1201,776,1089,284,273,250,178,988
"ENSG00000231556",0,0,0,0,1,4,0,0
"ENSG00000231558",0,0,5,55,105,62,41,0
"ENSG00000231559",0,0,0,0,2,2,3,1
"ENSG00000231561",0,4,0,1,0,2,2,1
"ENSG00000231562",7,6,5,2,0,2,1,5
"ENSG00000231564",7,11,8,1,2,1,0,10
"ENSG00000231565",0,0,0,9,5,0,0,0
"ENSG00000231567",0,0,0,8,17,4,21,0
"ENSG00000231568",0,0,0,0,0,0,0,0
"ENSG00000231569",0,0,0,0,0,0,1,0
"ENSG00000231570",0,0,0,0,1,0,0,0
"ENSG00000231576",1,0,2,4,6,5,3,0
"ENSG00000231579",16,16,25,28,32,29,42,22
"ENSG00000231580",0,1,0,1,2,0,2,0
"ENSG00000231582",0,0,0,1,0,0,1,0
"ENSG00000231583",0,0,0,2,8,0,7,0
"ENSG00000231584",47,28,36,42,39,39,28,45
"ENSG00000231586",0,2,0,0,3,1,5,0
"ENSG00000231588",62,72,73,46,46,50,52,60
"ENSG00000231590",0,0,0,0,3,0,5,0
"ENSG00000231592",0,0,0,0,1,0,0,0
"ENSG00000231593",0,0,0,0,0,0,1,0
"ENSG00000231596",0,0,0,0,0,2,0,0
"ENSG00000231600",0,0,0,0,2,0,0,0
"ENSG00000231602",0,1,0,0,0,0,0,0
"ENSG00000231603",1,0,0,3,6,3,5,0
"ENSG00000231608",29,2,8,28,12,10,8,15
"ENSG00000231610",0,0,0,2,3,5,2,0
"ENSG00000231615",10,7,7,43,57,42,47,15
"ENSG00000231617",315,319,230,50,44,46,34,219
"ENSG00000231618",44,52,41,14,6,18,12,34
"ENSG00000231619",0,0,0,0,0,0,1,0
"ENSG00000231622",1,0,1,0,1,0,0,0
"ENSG00000231623",0,0,0,0,0,0,1,0
"ENSG00000231624",0,1,1,0,2,0,0,1
"ENSG00000231625",5,1,2,9,1,4,1,0
"ENSG00000231631",294,313,307,90,56,168,34,289
"ENSG00000231635",0,0,1,1,1,1,3,0
"ENSG00000231637",1,0,0,0,0,0,0,0
"ENSG00000231641",308,255,232,106,55,34,84,229
"ENSG00000231643",0,0,2,0,0,1,0,0
"ENSG00000231645",0,0,0,8,4,8,6,0
"ENSG00000231649",0,0,0,11,12,11,13,0
"ENSG00000231650",0,0,0,1,2,2,0,0
"ENSG00000231655",9,14,16,14,17,10,8,10
"ENSG00000231659",0,0,0,1,0,1,1,0
"ENSG00000231660",1,0,0,2,0,2,4,1
"ENSG00000231665",16,16,17,17,18,22,17,21
"ENSG00000231667",0,0,0,0,1,6,2,0
"ENSG00000231668",0,2,0,2,4,3,2,0
"ENSG00000231670",0,0,0,0,0,0,0,0
"ENSG00000231675",0,0,0,0,0,0,0,0
"ENSG00000231676",0,0,0,0,0,0,0,0
"ENSG00000231679",438,473,413,88,131,54,85,518
"ENSG00000231684",0,0,0,0,0,0,0,0
"ENSG00000231686",0,0,0,0,0,0,0,0
"ENSG00000231688",1,0,2,1,5,0,3,0
"ENSG00000231694",0,0,0,0,0,0,0,0
"ENSG00000231697",36,44,51,56,31,38,50,30
"ENSG00000231699",7,2,2,3,13,5,5,3
"ENSG00000231700",0,0,0,2,0,4,1,0
"ENSG00000231701",17,0,12,0,2,0,8,17
"ENSG00000231702",1,0,0,0,0,0,1,0
"ENSG00000231706",0,0,0,2,0,1,3,0
"ENSG00000231707",35,27,38,25,24,20,31,38
"ENSG00000231710",0,0,0,0,0,0,0,0
"ENSG00000231712",0,0,0,0,1,1,2,0
"ENSG00000231715",1,0,0,0,2,1,0,0
"ENSG00000231716",0,0,0,3,0,2,0,0
"ENSG00000231719",1,0,1,2,1,1,0,1
"ENSG00000231722",0,0,0,6,4,3,3,0
"ENSG00000231723",0,0,0,0,1,0,0,0
"ENSG00000231725",0,0,1,5,4,7,6,0
"ENSG00000231726",10,6,6,12,12,13,13,3
"ENSG00000231735",0,0,0,2,2,3,4,0
"ENSG00000231737",158,179,174,147,159,90,132,148
"ENSG00000231738",116,165,167,121,109,144,146,88
"ENSG00000231739",2,1,0,3,8,3,2,0
"ENSG00000231741",1,2,0,17,14,12,5,1
"ENSG00000231743",0,0,0,2,3,2,4,0
"ENSG00000231744",23,29,27,3,3,6,5,50
"ENSG00000231745",1,0,1,2,1,1,0,1
"ENSG00000231746",0,0,0,0,0,0,0,0
"ENSG00000231747",0,0,0,0,0,0,2,0
"ENSG00000231750",0,0,0,3,1,1,5,0
"ENSG00000231752",467,492,396,1013,934,997,1014,408
"ENSG00000231759",0,7,0,0,5,3,10,4
"ENSG00000231762",14,29,8,26,33,25,29,13
"ENSG00000231763",0,1,1,5,5,1,4,0
"ENSG00000231765",1,0,0,3,4,0,2,1
"ENSG00000231766",0,0,0,65,81,69,49,0
"ENSG00000231767",5,0,5,1,4,4,5,4
"ENSG00000231773",0,0,0,0,0,0,0,0
"ENSG00000231777",0,0,0,10,7,2,1,0
"ENSG00000231780",4,0,1,4,9,6,4,1
"ENSG00000231784",4,33,41,7,14,20,10,5
"ENSG00000231785",0,0,0,0,0,0,1,0
"ENSG00000231787",0,2,0,3,4,4,2,0
"ENSG00000231788",0,1,0,2,3,5,0,0
"ENSG00000231793",16,45,21,24,18,24,35,13
"ENSG00000231799",32,25,17,280,260,268,233,35
"ENSG00000231801",0,0,0,1,0,2,2,0
"ENSG00000231802",0,0,0,1,4,0,0,0
"ENSG00000231804",4,7,13,5,4,6,6,5
"ENSG00000231809",28,36,37,4,4,0,2,27
"ENSG00000231810",0,0,1,4,0,0,2,2
"ENSG00000231812",11,8,4,12,3,3,10,12
"ENSG00000231821",0,0,0,3,6,4,6,0
"ENSG00000231822",16,17,24,17,13,12,15,29
"ENSG00000231823",0,0,0,0,1,2,0,0
"ENSG00000231824",2,3,0,3,2,1,1,0
"ENSG00000231825",144,55,106,34,43,51,61,125
"ENSG00000231827",3,3,4,16,13,9,19,7
"ENSG00000231831",45,51,48,55,51,54,66,46
"ENSG00000231834",114,93,125,4,0,0,3,105
"ENSG00000231837",0,0,0,3,1,0,0,0
"ENSG00000231839",11,28,14,34,29,38,38,25
"ENSG00000231841",5,3,13,15,14,20,16,8
"ENSG00000231845",28,35,32,20,24,23,24,28
"ENSG00000231848",0,0,0,3,8,6,7,0
"ENSG00000231849",6,10,20,7,11,10,16,10
"ENSG00000231852",2,0,0,2,1,1,0,2
"ENSG00000231855",0,0,0,1,1,0,0,0
"ENSG00000231857",3,2,6,5,14,14,6,4
"ENSG00000231859",48,52,39,52,58,47,46,42
"ENSG00000231861",4,6,5,12,12,15,14,5
"ENSG00000231866",18,8,14,1,1,0,0,16
"ENSG00000231870",0,0,1,1,0,2,2,0
"ENSG00000231874",0,0,0,1,0,0,0,0
"ENSG00000231875",14,5,10,27,29,21,40,9
"ENSG00000231878",0,0,0,0,0,4,1,0
"ENSG00000231879",0,0,0,3,1,1,2,0
"ENSG00000231884",1,2,4,0,0,1,0,2
"ENSG00000231887",132,153,145,105,126,164,91,157
"ENSG00000231888",1,1,5,14,8,2,6,7
"ENSG00000231894",0,0,0,3,6,1,5,0
"ENSG00000231895",0,0,0,0,0,0,0,0
"ENSG00000231897",0,0,0,2,1,1,2,0
"ENSG00000231900",0,0,0,4,3,0,3,0
"ENSG00000231904",0,0,0,1,5,0,1,0
"ENSG00000231905",13,19,10,6,14,12,11,9
"ENSG00000231906",0,0,0,1,0,0,3,0
"ENSG00000231907",0,0,0,7,7,6,3,0
"ENSG00000231909",7,12,5,13,19,18,29,7
"ENSG00000231910",0,0,0,0,0,0,4,0
"ENSG00000231911",0,0,0,2,3,7,3,0
"ENSG00000231913",0,0,0,0,5,4,3,0
"ENSG00000231915",1,0,1,3,3,4,3,0
"ENSG00000231916",0,0,2,2,4,4,7,0
"ENSG00000231919",0,0,0,0,0,0,0,0
"ENSG00000231922",10,8,17,18,22,12,26,13
"ENSG00000231923",1,0,0,1,2,0,1,0
"ENSG00000231924",7,8,9,39,33,41,55,5
"ENSG00000231925",1758,1810,1973,240,216,149,146,1683
"ENSG00000231926",0,0,0,4,0,0,2,0
"ENSG00000231928",0,0,1,0,0,0,0,0
"ENSG00000231929",0,0,0,2,0,1,0,0
"ENSG00000231930",0,0,0,0,0,0,0,0
"ENSG00000231931",0,0,0,1,0,0,0,0
"ENSG00000231939",201,199,165,121,106,90,129,190
"ENSG00000231940",5,2,7,5,11,17,7,7
"ENSG00000231941",27,31,13,13,11,12,7,25
"ENSG00000231942",7,9,6,8,8,8,5,4
"ENSG00000231945",353,316,318,97,61,73,48,336
"ENSG00000231947",0,3,0,7,6,7,10,0
"ENSG00000231952",24,24,23,15,8,9,12,12
"ENSG00000231954",0,0,0,13,8,7,6,0
"ENSG00000231956",31,54,35,21,9,10,18,30
"ENSG00000231957",0,0,0,0,2,0,2,0
"ENSG00000231961",1,3,1,4,2,6,0,2
"ENSG00000231965",25,26,14,43,45,43,49,16
"ENSG00000231967",11,7,10,10,6,2,4,4
"ENSG00000231968",0,0,0,0,0,0,0,0
"ENSG00000231973",0,0,0,0,0,0,0,0
"ENSG00000231974",19,2,9,2,2,2,2,4
"ENSG00000231975",0,0,0,5,4,2,5,0
"ENSG00000231976",0,4,4,13,6,8,15,5
"ENSG00000231978",8,6,8,6,4,4,6,8
"ENSG00000231981",15,12,9,18,13,28,11,13
"ENSG00000231982",0,0,0,2,1,0,0,0
"ENSG00000231984",0,0,0,0,1,3,0,0
"ENSG00000231988",0,0,0,0,0,0,1,3
"ENSG00000231989",1,0,1,13,12,15,16,1
"ENSG00000231991",5,3,1,2,5,9,6,5
"ENSG00000231995",11,7,11,5,7,13,7,11
"ENSG00000231996",0,0,0,3,3,3,1,1
"ENSG00000231998",3,1,0,0,3,0,0,1
"ENSG00000232000",44,36,72,46,44,55,50,53
"ENSG00000232003",0,0,0,0,0,0,0,0
"ENSG00000232004",1,0,0,9,1,2,7,0
"ENSG00000232005",14,16,6,136,56,161,55,19
"ENSG00000232007",0,0,0,0,0,0,0,0
"ENSG00000232009",0,0,0,2,1,5,1,0
"ENSG00000232011",0,0,0,0,0,0,0,5
"ENSG00000232015",2,5,3,10,7,6,2,4
"ENSG00000232017",0,0,0,0,0,0,0,0
"ENSG00000232022",5,10,5,40,36,21,35,4
"ENSG00000232024",80,51,72,0,0,0,0,52
"ENSG00000232027",21,23,29,38,44,52,41,38
"ENSG00000232029",0,0,1,0,0,0,0,0
"ENSG00000232030",0,0,0,0,0,1,0,0
"ENSG00000232032",5,1,2,6,5,2,5,4
"ENSG00000232036",70,77,62,34,41,46,45,66
"ENSG00000232037",1,2,4,0,1,0,2,2
"ENSG00000232039",0,0,0,0,0,0,0,0
"ENSG00000232040",84,91,98,138,87,80,98,147
"ENSG00000232041",0,0,1,2,3,1,3,1
"ENSG00000232042",0,0,0,1,0,1,2,0
"ENSG00000232045",362,358,354,83,93,97,93,414
"ENSG00000232048",0,0,0,1,4,2,1,0
"ENSG00000232049",0,0,0,0,0,0,0,0
"ENSG00000232050",0,0,0,0,1,0,0,0
"ENSG00000232054",1,0,3,3,4,2,0,0
"ENSG00000232059",11,17,13,15,12,16,9,3
"ENSG00000232060",0,2,0,0,3,3,2,0
"ENSG00000232062",390,283,393,239,252,287,222,412
"ENSG00000232064",0,0,0,0,0,0,2,0
"ENSG00000232068",0,0,0,0,0,1,2,0
"ENSG00000232069",0,0,0,0,0,0,0,0
"ENSG00000232070",680,662,720,11,13,7,5,663
"ENSG00000232075",5,2,2,2,2,0,1,1
"ENSG00000232083",2,5,1,7,5,4,4,4
"ENSG00000232087",0,0,0,0,6,4,6,0
"ENSG00000232089",0,0,0,2,1,0,2,0
"ENSG00000232090",0,0,0,3,1,0,5,0
"ENSG00000232091",9,11,16,12,9,14,14,13
"ENSG00000232095",0,0,0,1,0,1,1,0
"ENSG00000232096",0,0,0,1,5,3,4,0
"ENSG00000232097",3,0,0,4,11,1,7,0
"ENSG00000232099",3,1,2,3,2,3,0,1
"ENSG00000232101",1,0,1,2,1,3,0,1
"ENSG00000232102",1,0,1,1,2,1,2,1
"ENSG00000232105",0,0,0,3,1,2,4,0
"ENSG00000232106",1,2,1,21,6,23,17,4
"ENSG00000232109",0,0,0,6,3,2,3,0
"ENSG00000232111",1,3,0,2,2,3,4,0
"ENSG00000232112",1743,1537,1826,226,265,223,215,1846
"ENSG00000232113",0,0,0,4,2,1,3,0
"ENSG00000232114",0,0,1,0,2,2,0,0
"ENSG00000232115",0,0,0,0,0,1,0,0
"ENSG00000232119",520,466,568,249,258,292,221,520
"ENSG00000232122",0,0,0,0,0,0,0,0
"ENSG00000232125",1,0,0,10,36,32,19,0
"ENSG00000232126",2981,3281,2998,4447,4270,3698,3735,3755
"ENSG00000232127",0,0,0,0,0,1,1,0
"ENSG00000232128",3,6,6,9,7,6,10,3
"ENSG00000232133",44,50,41,81,66,118,154,6
"ENSG00000232134",10,5,10,6,12,11,12,15
"ENSG00000232135",0,0,0,0,0,0,0,0
"ENSG00000232136",35,30,21,41,42,45,41,25
"ENSG00000232138",0,0,0,1,1,0,2,0
"ENSG00000232141",1,2,0,4,0,0,2,1
"ENSG00000232142",6,5,10,1,1,5,0,1
"ENSG00000232143",131,78,111,33,36,19,42,114
"ENSG00000232144",1,0,0,2,2,2,1,1
"ENSG00000232145",0,1,0,7,6,0,4,2
"ENSG00000232146",0,0,0,0,0,0,0,0
"ENSG00000232148",0,0,0,5,1,3,6,0
"ENSG00000232149",22,59,24,34,33,40,35,33
"ENSG00000232150",0,0,0,14,3,7,8,1
"ENSG00000232154",0,0,0,7,11,9,14,0
"ENSG00000232155",0,0,0,0,0,0,2,0
"ENSG00000232156",0,1,1,1,1,0,0,0
"ENSG00000232158",0,0,0,0,0,2,0,0
"ENSG00000232159",0,0,0,2,3,1,3,0
"ENSG00000232161",0,0,0,1,1,0,2,0
"ENSG00000232163",1,1,2,4,4,0,5,0
"ENSG00000232165",0,0,0,0,0,0,0,0
"ENSG00000232166",0,0,0,4,7,3,6,0
"ENSG00000232167",0,0,0,0,1,0,0,0
"ENSG00000232168",0,0,0,1,1,0,2,0
"ENSG00000232169",327,354,349,128,98,87,81,327
"ENSG00000232172",1,0,0,1,6,0,0,0
"ENSG00000232173",0,0,0,0,1,1,0,0
"ENSG00000232174",2,0,0,1,3,1,2,1
"ENSG00000232175",0,2,1,4,3,6,6,1
"ENSG00000232176",5,4,4,1,2,1,4,3
"ENSG00000232177",0,0,0,5,1,7,4,0
"ENSG00000232178",0,0,0,0,0,0,0,0
"ENSG00000232179",3,1,1,3,3,4,5,0
"ENSG00000232180",1612,1415,1453,9,12,9,13,1461
"ENSG00000232185",0,0,0,0,1,3,1,0
"ENSG00000232186",20,10,21,17,15,12,13,17
"ENSG00000232187",3,0,2,0,0,0,1,1
"ENSG00000232189",0,0,0,0,0,0,0,0
"ENSG00000232195",0,0,0,0,0,0,0,0
"ENSG00000232196",53,63,63,105,94,74,97,48
"ENSG00000232198",0,0,0,8,2,6,6,0
"ENSG00000232199",0,0,0,2,2,2,3,0
"ENSG00000232202",1,0,1,5,6,3,7,2
"ENSG00000232203",0,0,1,2,1,2,2,0
"ENSG00000232204",0,0,0,7,6,5,7,0
"ENSG00000232205",0,0,0,3,3,4,4,0
"ENSG00000232208",0,0,0,9,7,6,9,0
"ENSG00000232215",0,0,0,11,8,9,12,0
"ENSG00000232216",610,252,629,0,15,8,11,509
"ENSG00000232217",7,1,9,4,8,5,5,6
"ENSG00000232218",8,7,6,5,7,3,5,7
"ENSG00000232223",0,0,0,1,4,3,1,0
"ENSG00000232226",1,1,3,0,0,0,1,1
"ENSG00000232228",16,14,16,22,25,16,11,5
"ENSG00000232230",8,17,3,39,39,35,29,9
"ENSG00000232232",0,0,0,0,0,0,0,0
"ENSG00000232235",0,0,0,1,1,0,2,0
"ENSG00000232237",7,1,0,9,8,6,4,1
"ENSG00000232238",0,0,0,1,0,0,2,0
"ENSG00000232239",0,0,0,7,3,19,2,0
"ENSG00000232240",0,0,0,1,0,0,0,0
"ENSG00000232241",0,0,3,0,1,4,0,1
"ENSG00000232242",0,0,0,2,0,2,0,0
"ENSG00000232244",0,0,0,0,0,0,0,1
"ENSG00000232249",0,1,0,1,1,1,1,0
"ENSG00000232251",0,1,0,0,0,5,0,3
"ENSG00000232253",0,0,0,0,0,0,0,0
"ENSG00000232254",0,0,0,7,4,8,9,0
"ENSG00000232258",0,0,0,16,3,6,15,0
"ENSG00000232260",31,42,40,0,1,2,0,25
"ENSG00000232261",0,0,0,1,1,2,2,0
"ENSG00000232263",0,0,0,0,1,1,3,0
"ENSG00000232264",1,2,0,18,8,22,18,2
"ENSG00000232267",1,0,0,1,1,5,1,0
"ENSG00000232268",160,152,190,298,323,324,345,179
"ENSG00000232273",7,3,8,7,11,6,8,12
"ENSG00000232276",1,0,0,0,2,0,0,0
"ENSG00000232277",14,8,20,1,2,2,4,11
"ENSG00000232280",215,166,207,145,155,123,136,212
"ENSG00000232281",0,0,0,1,5,0,3,0
"ENSG00000232282",9,7,3,11,9,1,8,4
"ENSG00000232285",0,0,0,2,0,1,1,0
"ENSG00000232289",8,6,8,0,23,38,32,7
"ENSG00000232292",0,2,2,4,1,1,0,3
"ENSG00000232293",0,0,0,0,0,0,2,0
"ENSG00000232296",0,0,0,1,0,0,1,0
"ENSG00000232302",0,0,0,0,0,0,0,0
"ENSG00000232303",18,14,17,22,25,21,15,6
"ENSG00000232305",0,0,1,1,0,0,0,3
"ENSG00000232308",3,1,2,0,0,0,0,0
"ENSG00000232312",110,105,111,49,22,36,33,98
"ENSG00000232314",0,0,0,4,2,0,4,0
"ENSG00000232320",1,0,0,2,2,0,0,1
"ENSG00000232326",59,57,22,99,90,64,68,26
"ENSG00000232327",1,0,0,7,9,5,8,0
"ENSG00000232331",0,0,0,1,1,0,0,0
"ENSG00000232332",0,0,0,1,0,0,1,0
"ENSG00000232333",0,0,1,4,7,2,2,0
"ENSG00000232334",10,10,8,82,87,70,99,8
"ENSG00000232337",1,0,1,9,8,5,10,1
"ENSG00000232339",31,22,16,16,26,20,25,46
"ENSG00000232341",1,0,0,1,0,0,4,0
"ENSG00000232344",8,4,10,6,11,11,4,7
"ENSG00000232345",0,4,0,0,0,0,0,0
"ENSG00000232346",3,1,3,4,4,2,6,2
"ENSG00000232349",18,27,29,1,0,3,2,18
"ENSG00000232350",0,0,0,0,0,0,0,0
"ENSG00000232355",0,0,0,0,0,0,3,0
"ENSG00000232357",48,44,57,4,4,6,7,53
"ENSG00000232361",0,0,0,2,1,6,2,0
"ENSG00000232362",1,1,0,0,0,4,2,0
"ENSG00000232366",1,0,1,6,2,0,5,0
"ENSG00000232367",276,280,303,306,350,342,349,360
"ENSG00000232368",0,2,2,0,0,1,2,0
"ENSG00000232369",1,0,1,1,0,0,1,0
"ENSG00000232370",5,3,3,4,1,0,0,5
"ENSG00000232373",4,1,5,16,24,17,9,9
"ENSG00000232374",5,8,10,39,53,57,41,8
"ENSG00000232375",1,7,0,0,0,0,2,2
"ENSG00000232376",0,0,0,0,0,0,0,0
"ENSG00000232378",0,0,0,2,0,2,2,0
"ENSG00000232379",2,1,5,0,0,4,3,2
"ENSG00000232380",0,0,0,0,1,1,4,0
"ENSG00000232381",0,3,1,15,14,15,20,0
"ENSG00000232382",10,3,2,19,5,11,11,4
"ENSG00000232383",0,0,0,1,1,3,1,0
"ENSG00000232385",0,3,1,1,0,0,0,1
"ENSG00000232387",0,0,0,1,0,2,1,0
"ENSG00000232388",612,570,651,175,179,189,164,701
"ENSG00000232389",0,0,0,3,2,4,3,0
"ENSG00000232390",0,0,0,0,1,0,0,0
"ENSG00000232391",0,0,0,0,1,0,0,0
"ENSG00000232392",11,7,14,1,1,4,1,7
"ENSG00000232393",0,0,0,3,5,2,4,0
"ENSG00000232397",0,0,0,3,1,1,0,0
"ENSG00000232398",5,2,8,17,10,10,16,3
"ENSG00000232399",0,0,0,0,0,0,0,0
"ENSG00000232400",222,235,232,3,6,3,4,205
"ENSG00000232403",0,0,1,1,4,2,6,0
"ENSG00000232407",5,8,7,3,9,5,11,8
"ENSG00000232409",0,1,0,5,1,1,2,0
"ENSG00000232414",5,0,4,3,3,9,3,6
"ENSG00000232418",1,0,0,1,4,4,1,0
"ENSG00000232420",0,0,0,0,3,4,1,0
"ENSG00000232421",286,317,323,233,232,217,207,240
"ENSG00000232422",1,0,0,11,7,11,11,0
"ENSG00000232423",0,0,0,0,2,1,1,0
"ENSG00000232424",0,0,0,0,2,0,2,0
"ENSG00000232429",0,1,0,2,0,0,2,0
"ENSG00000232430",0,0,0,0,0,0,0,0
"ENSG00000232431",0,0,0,2,1,0,0,0
"ENSG00000232433",7,9,12,1,10,1,9,10
"ENSG00000232434",102,116,138,24,26,15,20,112
"ENSG00000232435",0,0,0,0,1,0,0,0
"ENSG00000232437",5,18,7,9,8,10,7,5
"ENSG00000232439",2,4,10,13,16,6,6,3
"ENSG00000232441",0,0,0,0,0,0,0,0
"ENSG00000232446",0,0,0,0,0,0,0,0
"ENSG00000232447",0,0,0,7,16,13,18,0
"ENSG00000232450",21,32,29,31,42,32,45,18
"ENSG00000232454",18,13,10,21,11,18,15,21
"ENSG00000232456",1,3,2,4,0,0,0,2
"ENSG00000232457",12,8,3,11,13,6,5,12
"ENSG00000232459",0,0,0,4,5,1,8,0
"ENSG00000232460",0,0,2,2,0,4,6,0
"ENSG00000232463",1,0,2,3,1,2,6,0
"ENSG00000232466",25,28,34,20,12,10,13,18
"ENSG00000232467",22,28,15,7,2,4,6,20
"ENSG00000232469",0,0,0,0,0,0,0,0
"ENSG00000232471",1,2,0,2,6,2,3,0
"ENSG00000232472",18,14,8,11,8,9,6,11
"ENSG00000232473",0,0,0,1,0,1,1,0
"ENSG00000232475",0,2,0,2,0,0,3,0
"ENSG00000232479",11,7,24,31,30,34,43,15
"ENSG00000232482",6,3,7,2,2,0,0,5
"ENSG00000232486",16,14,18,15,11,21,18,20
"ENSG00000232489",3,1,0,8,12,14,8,1
"ENSG00000232491",4,2,1,2,1,1,1,7
"ENSG00000232492",1,0,0,4,7,7,6,0
"ENSG00000232493",7,10,11,27,44,37,16,5
"ENSG00000232496",0,0,0,0,1,1,0,0
"ENSG00000232497",0,0,0,4,2,7,5,0
"ENSG00000232499",27,23,29,14,10,11,11,15
"ENSG00000232502",4,2,5,1,3,5,1,1
"ENSG00000232503",0,0,1,0,2,1,1,0
"ENSG00000232508",0,0,0,1,3,4,2,0
"ENSG00000232511",5,5,9,37,45,31,52,4
"ENSG00000232514",0,0,0,2,0,0,0,0
"ENSG00000232515",0,0,0,0,0,0,0,0
"ENSG00000232516",0,0,0,0,0,0,0,0
"ENSG00000232517",0,2,0,21,20,22,22,0
"ENSG00000232522",0,0,0,2,0,0,3,0
"ENSG00000232525",0,0,0,0,0,3,1,0
"ENSG00000232526",1,2,5,2,0,2,1,1
"ENSG00000232528",33,31,24,130,127,124,117,20
"ENSG00000232531",0,0,0,8,3,7,2,0
"ENSG00000232535",0,0,0,4,3,2,0,0
"ENSG00000232540",0,0,0,1,0,0,0,1
"ENSG00000232541",0,0,5,19,0,6,14,9
"ENSG00000232543",0,0,0,0,0,0,0,0
"ENSG00000232546",17,12,10,9,13,12,11,16
"ENSG00000232549",0,0,0,0,1,1,0,0
"ENSG00000232551",0,0,0,7,4,4,10,0
"ENSG00000232553",0,0,0,2,2,0,4,0
"ENSG00000232554",27,33,24,35,42,30,52,18
"ENSG00000232556",0,0,0,4,2,5,5,0
"ENSG00000232562",0,0,0,3,0,2,1,0
"ENSG00000232563",0,0,0,0,0,0,1,0
"ENSG00000232568",10,7,13,9,6,5,18,11
"ENSG00000232569",2,13,14,61,45,67,38,3
"ENSG00000232572",0,0,0,0,0,0,0,0
"ENSG00000232573",0,568,0,101,34,178,63,65
"ENSG00000232575",286,317,323,233,232,217,207,240
"ENSG00000232576",0,0,0,0,2,0,2,0
"ENSG00000232578",19,16,15,56,49,59,66,8
"ENSG00000232579",3,4,1,0,1,1,2,3
"ENSG00000232582",0,3,0,0,2,1,0,1
"ENSG00000232583",0,0,0,0,0,0,0,0
"ENSG00000232585",0,0,0,0,7,0,2,0
"ENSG00000232587",124,108,112,303,285,320,284,116
"ENSG00000232593",1036,1067,1029,1213,1283,1123,1291,863
"ENSG00000232594",0,0,0,1,1,0,1,0
"ENSG00000232595",0,0,0,1,5,1,0,0
"ENSG00000232599",2,1,2,6,14,9,7,3
"ENSG00000232601",0,0,0,3,6,0,3,0
"ENSG00000232603",0,0,1,0,0,0,0,0
"ENSG00000232605",0,0,1,1,1,1,1,0
"ENSG00000232608",26,39,56,29,25,23,35,28
"ENSG00000232610",0,0,0,5,6,1,5,0
"ENSG00000232612",0,0,0,0,0,0,0,0
"ENSG00000232614",0,0,0,3,0,1,2,0
